字段1_文本,字段1_链接,字段2,字段3,字段4,字段5_文本,字段5_链接,字段6
前海开源崔宸龙：新能源依然相对处于底部区间,http://finance.eastmoney.com/a/202302232644635927.html,2023-02-23 09:54:56 - ,看好锂电、光伏和绿电运营商 贝壳财经：怎么看待新能源板块开年以来的表现？ 崔宸龙：新能源板块整个去年表现一般，板块指数相对跑输沪深300.但今年开年以来，新能源板块迅速修复，反弹相对不错。 整个新能源板块的基本面没有问题，去年主要是估值“杀”的比较多，导致股价严重下跌,沪深300,http://finance.eastmoney.com/a/202302232644635927.html,http://finance.eastmoney.com/a/202302232644635927.html,
华西证券：国央企价值重塑在望 关注国央企四大投资主线,http://finance.eastmoney.com/a/202302232644347064.html,2023-02-23 08:24:49 - ,促进市场资源配置功能更好发挥”。 “中国特色”之一体现于主权资本定价的自主性。1)比较海内外股票市场估值情况，当前A股核心资产处于明显低估的状态；2)北向资金在沪深300上具有相当的筹码优势，若大幅流出能在短时间内引发市场波动。系统重要性股票的资本定价是否自主合理事关国家经济金融安全。稳定国家主权资本定价首先取决于国内投资者对本国核心资产的价值信念,沪深300,http://finance.eastmoney.com/a/202302232644347064.html,http://finance.eastmoney.com/a/202302232644347064.html,
借道大宗交易 机构资金布局热情高,http://finance.eastmoney.com/a/202302232645190252.html,2023-02-23 07:16:00 - ,97亿股，环比下降约36%，累计成交额50.37亿元，环比下降约25%。 “国内经济内生增长动能强化，A股基本面向好，预期仍有上行空间，沪深300、创业板指、中证1000的动态市盈率分别处于2010年以来的32%、11%、15%分位，考虑到未来活跃资金持续入场，预计成长依然是市场主线,沪深300,http://finance.eastmoney.com/a/202302232645190252.html,http://finance.eastmoney.com/a/202302232645190252.html,
数据复盘｜主力加仓非银金融、食品饮料等行业 龙虎榜机构抢筹中国电信、徐工机械等,http://finance.eastmoney.com/a/202302202641456763.html,2023-02-20 17:58:36 - ,资金流向 1.主力资金 Wind统计显示，沪深两市主力资金今日净流入108.77亿元。其中，创业板主力资金净流出15.28亿元，沪深300成分股主力资金净流入101.84亿元，科创板主力资金净流入3.42亿元。 从行业板块来看，申万所属的31个一级行业，今日有19个行业板块主力资金呈现净流入,沪深300,http://finance.eastmoney.com/a/202302202641456763.html,http://finance.eastmoney.com/a/202302202641456763.html,
一周量化基音丨多家百亿量化私募“开门迎客”， 主推指数增强策略；大小公募均发力量化，这些指增产品表现突出,http://finance.eastmoney.com/a/202302222644814958.html,2023-02-22 20:55:07 - ,对多类指数增强公募产品进行了业绩跟踪，包括沪深300、中证500等指数增强产品。 沪深300指数增强产品业绩表现方面，在近63个交易日中，易方达沪深300精选增强A、兴全沪深300LOF、国金沪深300指数增强相对其业绩基准的超额收益排名前三，其中易方达沪深300精选增强A最近一季度超额收益率达5,沪深300,http://finance.eastmoney.com/a/202302222644814958.html,http://finance.eastmoney.com/a/202302222644814958.html,
【22日资金路线图】农林牧渔板块资金净流入居首 沪股通净流出34亿元,http://stock.eastmoney.com/a/202302222643925952.html,2023-02-22 20:40:35 - ,今日沪深两市主力资金开盘净流出93.97亿元，尾盘净流出4.48亿元，两市全天资金净流出188.21亿元。 2、 沪深300今日主力资金净流出77.88亿元 沪深300今日主力资金净流出77.88亿元，创业板净流出44.62亿元，科创板净流入1.12亿元。沪股通净流出34.38亿元,沪深300,http://stock.eastmoney.com/a/202302222643925952.html,http://stock.eastmoney.com/a/202302222643925952.html,
中国银河给予有色金属行业推荐评级：美国通胀韧性压制有色行情，云南电解铝再限产或提振铝价,http://finance.eastmoney.com/a/202302202641089636.html,2023-02-20 10:08:36 - ,中国银河02月20日发布研报称：给予有色金属推荐(维持)评级。 市场行情回顾：本周上证指数下跌1.12%，报3224.02点；沪深300指数下跌1.75%，报4034.51点；SW有色金属行业指数本周下跌2.62%，报5019.45点。在A股31个一级行业中，本周有色金属板块下跌2,沪深300,http://finance.eastmoney.com/a/202302202641089636.html,http://finance.eastmoney.com/a/202302202641089636.html,
什么情况？多家百亿量化私募“开门迎客” 也关注ChatGPT！,http://finance.eastmoney.com/a/202302192640590935.html,2023-02-19 08:12:50 - ,因诺资产曾经在2021年8月暂停该类产品的募集，时隔一年半时间再度重启，可见其对策略表现的信心。 因诺资产也表示，目前公司主要开放的产品线包括：中证500、中证1000、沪深300指数增强，多策略市场中性产品线，多策略灵活配置产品线。 另外，思勰投资近期主推中证500指数增强、中周期CTA以及指增+CTA混合策略产品,沪深300,http://finance.eastmoney.com/a/202302192640590935.html,http://finance.eastmoney.com/a/202302192640590935.html,
纪律化投资、攻防两手抓 震荡市下中欧低波策略优势凸显,http://fund.eastmoney.com/a/202302242646306115.html,2023-02-24 21:24:16 - ,投资者的第一印象就是要降低收益预期。但将时间维度拉长来看，对比万得偏债混合型基金指数与沪深300，结果则是出乎意料——偏债混合型基金指数在过去10年间，累计涨跌幅达93.11%，而沪深300仅为53.46%。从这个角度来看，此类资产缓步慢行，既能“稳扎稳打”，也有利于“回撤爬坑”,沪深300,http://fund.eastmoney.com/a/202302242646306115.html,http://fund.eastmoney.com/a/202302242646306115.html,
复胜资产去年17只基金均跌 跌幅13%至21%,http://finance.eastmoney.com/a/202302232644645641.html,2023-02-23 07:06:37 - ,复胜正能量二号表现较好，连续3年斩获正收益，分别实现了102.21%、64.88%、77.63%的收益率，均大幅跑赢同期沪深300指数涨幅。2022年，该基金虽也跑赢了沪深300指数，但却下跌20.15%。 复胜正能量二号年度收益率 然而，截至今年2月最新统计，复胜资产管理规模已掉出了“百亿俱乐部”,沪深300,http://finance.eastmoney.com/a/202302232644645641.html,http://finance.eastmoney.com/a/202302232644645641.html,
数据复盘｜48股被主力减持超亿元 北向资金抢筹牧原股份、万华化学等,http://stock.eastmoney.com/a/202302222643869827.html,2023-02-22 18:15:13 - ,资金流向 1.主力资金 Wind统计显示，沪深两市主力资金今日净流出188.21亿元。其中，创业板主力资金净流出44.62亿元，沪深300成分股主力资金净流出77.88亿元，科创板主力资金净流入1.12亿元。 从行业板块来看，申万所属的31个一级行业，今日仅有农林牧渔、国防军工2个行业板块主力资金呈现净流入,沪深300,http://stock.eastmoney.com/a/202302222643869827.html,http://stock.eastmoney.com/a/202302222643869827.html,
四大期指24日走势分化 IC、IM收盘上涨,http://futures.eastmoney.com/a/202302242646110247.html,2023-02-24 16:36:13 - ,2月24日，四大期指表现分化。文华财经数据显示，截至15:00，沪深300期指主力合约IF2303报4067.6点，跌0.83%；上证50期指主力合约IH2303报2734.0点，跌1.27%；中证500期指主力合约IC2303报6339.4点，涨0.05%；中证1000期指主力合约IM2303报6928,沪深300,http://futures.eastmoney.com/a/202302242646110247.html,http://futures.eastmoney.com/a/202302242646110247.html,
两市主力资金净流出182.25亿元 有色金属行业净流出居首,http://stock.eastmoney.com/a/202302222643762455.html,2023-02-22 16:34:35 - ,创业板指下跌0.73%，沪深300指数下跌0.90%。可交易A股中，上涨的有2254只，占比44.29%，下跌的2590只。 资金面上，今日主力资金全天净流出182.25亿元。其中，创业板主力资金净流出40.53亿元；科创板主力资金净流出5888.22万元；沪深300成份股主力资金净流出81,沪深300,http://stock.eastmoney.com/a/202302222643762455.html,http://stock.eastmoney.com/a/202302222643762455.html,
四大期指22日走势分化 上证50期指跌超1%,http://finance.eastmoney.com/a/202302222643720727.html,2023-02-22 16:05:20 - ,2月22日，四大期指收盘走势分化。文华财经数据显示，截至15:00，沪深300期指主力合约IF2303报4109.8点，跌0.76%；上证50期指主力合约IH2303报2774.6点，跌1.12%；中证500期指主力合约IC2303报6363.0点，涨0.21%；中证1000期指主力合约IM2303报6968,沪深300,http://finance.eastmoney.com/a/202302222643720727.html,http://finance.eastmoney.com/a/202302222643720727.html,
全球市场会处在同样“限制”的水平震荡——回顾主要市场指数三年脉络线,http://finance.eastmoney.com/a/202302222643833768.html,2023-02-22 17:22:41 - ,全球挑选六大指数-不同的类别权重 我们挑选全球六个主要的市场，英国FTSE100，德国DAX，法国CAC40，美国SPX，中国沪深300，印度孟买，对其按照市值大小排列后，根据每家公司的类别和指数权重进行分类计算类别的权重，主要看占全市场50%以上的类别权重，得到的数据如下：,沪深300,http://finance.eastmoney.com/a/202302222643833768.html,http://finance.eastmoney.com/a/202302222643833768.html,
天赐良基日报第118期丨7家外资系公募年内均已上报新品；港股中概互联ETF继续领跌,http://finance.eastmoney.com/a/202302222643760269.html,2023-02-22 16:29:53 - ,四、明日重点关注新发基金 1、基金简称：华商稳健泓利一年持有期混合 基金类型：混合型-偏债 基金经理：张永志 业绩比较基准：沪深300指数收益率×15%+中证港股通综合指数收益率×5%+中债总全价指数收益率×80% 基金经理过往业绩： （文章来源：每日经济新闻）,沪深300,http://finance.eastmoney.com/a/202302222643760269.html,http://finance.eastmoney.com/a/202302222643760269.html,
21股主力资金净流入超亿元,http://stock.eastmoney.com/a/202302222643763452.html,2023-02-22 16:34:36 - ,沪指2月22日下跌0.47%，主力资金全天净流出182.25亿元。其中，创业板主力资金净流出40.53亿元，沪深300成份股主力资金净流出81.18亿元。 申万所属的一级行业中，今日涨幅居前的行业为轻工制造、农林牧渔，涨幅为1.04%、0.87%。跌幅居前的行业为建筑材料、非银金融,沪深300,http://stock.eastmoney.com/a/202302222643763452.html,http://stock.eastmoney.com/a/202302222643763452.html,
投资风向标出现转向 宽基指数ETF遭大幅抛售,http://fund.eastmoney.com/a/202302132635091351.html,2023-02-14 01:36:21 - ,54亿元。 分类来看，宽基指数ETF资金净流出最严重，仅南方中证500ETF、华泰柏瑞沪深300ETF、嘉实沪深300ETF、嘉实中证500ETF、华夏沪深300ETF、易方达沪深300ETF发起式、广发中证1000ETF、富国中证1000ETF、易方达中证1000ETF、华夏上证50ETF十只基金,沪深300,http://fund.eastmoney.com/a/202302132635091351.html,http://fund.eastmoney.com/a/202302132635091351.html,
中国银河给予机械设备行业推荐评级：欧洲2035年停售燃油车 海外电动化浪潮下锂电设备出海有望加速,http://finance.eastmoney.com/a/202302222643608411.html,2023-02-22 12:39:22 - ,中国银河02月22日发布研报称：给予机械设备推荐(维持)评级。 市场行情回顾：上周机械设备指数下跌0.90%，沪深300指数下跌1.75%，创业板指下跌3.76%。机械设备在全部28个行业中涨跌幅排名第10位。剔除负值后，机械行业估值水平32.9(整体法)。上周机械行业涨幅前三的板块分别是仪器仪表、工程机械、注塑机,沪深300,http://finance.eastmoney.com/a/202302222643608411.html,http://finance.eastmoney.com/a/202302222643608411.html,
午评：沪指震荡跌0.25% 金融、地产板块走弱 酒类股逆势拉升,http://stock.eastmoney.com/a/202302222643551591.html,2023-02-22 11:41:35 - ,本轮上涨幅度距离均值还有空间；本轮春季行情涨幅仅排近十年春季行情第七位，交易持续时间也尚未达到均值；从价值-成长风格方面来看，今年春季行情沪深300和创业板指上涨幅度差距可能将继续拉大。在经济复苏和疫后恢复的驱动下，本轮春季行情预计仍将持续一段时间。 川财证券表示，预计全面注册制下,沪深300,http://stock.eastmoney.com/a/202302222643551591.html,http://stock.eastmoney.com/a/202302222643551591.html,
每经操盘必知（午间版）丨三大股指均小跌 毫米波雷达、导航概念股走强；香港计划优化粤港澳大湾区跨境理财通,http://finance.eastmoney.com/a/202302222643571070.html,2023-02-22 12:49:16 - ,报收11927.28点，成交额2885.02亿元；创业板指下跌11.93点，跌幅为0.48%，报收2457.88点，成交额1060.17亿元；沪深300下跌23.34点，跌幅为0.56%，报收4121.01点，成交额1162.28亿元。 个股跌多涨少，两市超2700只个股下跌。沪深两市今日成交额4821亿,沪深300,http://finance.eastmoney.com/a/202302222643571070.html,http://finance.eastmoney.com/a/202302222643571070.html,
